experiment	row	column	absorbance	reading	name	type	cell_line	dosage	known_conc
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	10	5.8000000000000003E-2	1	30 2.5	unknown	c30	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	11	5.1999999999999998E-2	1	36 control	unknown	c36	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	11	5.1999999999999998E-2	1	36 0.625	unknown	c36	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	11	5.1999999999999998E-2	1	36 1.25	unknown	c36	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	11	5.2999999999999999E-2	1	36 2.5	unknown	c36	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	11	5.1999999999999998E-2	1	36 5	unknown	c36	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	11	9.0999999999999998E-2	1	44 5	unknown	c44	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	11	0.185	1	33-1 5	unknown	c33.1	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	11	6.2E-2	1	30 5	unknown	c30	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	12	5.2999999999999999E-2	1	36 control	unknown	c36	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	12	5.1999999999999998E-2	1	36 0.625	unknown	c36	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	12	5.2999999999999999E-2	1	36 1.25	unknown	c36	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	12	5.7000000000000002E-2	1	36 2.5	unknown	c36	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	12	5.1999999999999998E-2	1	36 5	unknown	c36	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	12	7.8E-2	1	44 5	unknown	c44	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	12	0.14299999999999999	1	33-1 5	unknown	c33.1	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	12	5.8999999999999997E-2	1	30 5	unknown	c30	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	1	0.57899999999999996	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	1	0.21	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	1	8.7999999999999995E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	1	5.2999999999999999E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	1	4.9000000000000002E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	1	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	1	5.5E-2	2	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	1	5.2999999999999999E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	2	0.52500000000000002	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	2	0.24	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	2	7.5999999999999998E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	2	5.2999999999999999E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	2	4.9000000000000002E-2	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	2	4.7E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	2	5.2999999999999999E-2	2	water	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	2	5.5E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	3	5.6000000000000001E-2	2	56 control	unknown	c56	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	3	0.06	2	56 0.625	unknown	c56	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	3	6.3E-2	2	56 1.25	unknown	c56	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	3	6.6000000000000003E-2	2	56 2.5	unknown	c56	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	3	6.7000000000000004E-2	2	56 5	unknown	c56	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	3	0.08	2	44 control	unknown	c44	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	3	5.8000000000000003E-2	2	33-1 control	unknown	c33.1	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	3	5.6000000000000001E-2	2	30 control	unknown	c30	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	4	5.7000000000000002E-2	2	56 control	unknown	c56	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	4	5.8999999999999997E-2	2	56 0.625	unknown	c56	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	4	6.0999999999999999E-2	2	56 1.25	unknown	c56	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	4	6.3E-2	2	56 2.5	unknown	c56	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	4	6.7000000000000004E-2	2	56 5	unknown	c56	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	4	7.3999999999999996E-2	2	44 control	unknown	c44	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	4	6.0999999999999999E-2	2	33-1 control	unknown	c33.1	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	4	5.6000000000000001E-2	2	30 control	unknown	c30	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	5	5.2999999999999999E-2	2	65 control	unknown	c65	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	5	5.8999999999999997E-2	2	65 0.625	unknown	c65	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	5	5.2999999999999999E-2	2	65 1.25	unknown	c65	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	5	5.1999999999999998E-2	2	65 2.5	unknown	c65	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	5	5.8000000000000003E-2	2	65 5	unknown	c65	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	5	7.9000000000000001E-2	2	44 0.625	unknown	c44	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	5	6.6000000000000003E-2	2	33-1 0.625	unknown	c33.1	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	5	6.4000000000000001E-2	2	30 0.625	unknown	c30	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	6	5.3999999999999999E-2	2	65 control	unknown	c65	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	6	5.1999999999999998E-2	2	65 0.625	unknown	c65	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	6	5.2999999999999999E-2	2	65 1.25	unknown	c65	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	6	5.3999999999999999E-2	2	65 2.5	unknown	c65	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	6	5.5E-2	2	65 5	unknown	c65	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	6	7.0999999999999994E-2	2	44 0.625	unknown	c44	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	6	6.2E-2	2	33-1 0.625	unknown	c33.1	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	6	6.5000000000000002E-2	2	30 0.625	unknown	c30	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	7	5.0999999999999997E-2	2	67 control	unknown	c67	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	7	5.1999999999999998E-2	2	67 0.625	unknown	c67	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	7	5.1999999999999998E-2	2	67 1.25	unknown	c67	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	7	5.3999999999999999E-2	2	67 2.5	unknown	c67	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	7	5.3999999999999999E-2	2	67 5	unknown	c67	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	7	7.9000000000000001E-2	2	44 1.25	unknown	c44	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	7	7.8E-2	2	33-1 1.25	unknown	c33.1	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	7	5.8000000000000003E-2	2	30 1.25	unknown	c30	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	8	5.2999999999999999E-2	2	67 control	unknown	c67	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	8	5.2999999999999999E-2	2	67 0.625	unknown	c67	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	8	5.2999999999999999E-2	2	67 1.25	unknown	c67	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	8	5.8999999999999997E-2	2	67 2.5	unknown	c67	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	8	5.7000000000000002E-2	2	67 5	unknown	c67	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	8	7.6999999999999999E-2	2	44 1.25	unknown	c44	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	8	0.08	2	33-1 1.25	unknown	c33.1	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	8	7.2999999999999995E-2	2	30 1.25	unknown	c30	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	9	5.8000000000000003E-2	2	45 control	unknown	c45	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	9	5.3999999999999999E-2	2	45 0.625	unknown	c45	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	9	5.6000000000000001E-2	2	45 1.25	unknown	c45	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	9	6.4000000000000001E-2	2	45 2.5	unknown	c45	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	9	5.7000000000000002E-2	2	45 5	unknown	c45	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	9	9.6000000000000002E-2	2	44 2.5	unknown	c44	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	9	0.14399999999999999	2	33-1 2.5	unknown	c33.1	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	9	6.3E-2	2	30 2.5	unknown	c30	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	10	5.3999999999999999E-2	2	45 control	unknown	c45	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	10	6.4000000000000001E-2	2	45 0.625	unknown	c45	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	10	5.6000000000000001E-2	2	45 1.25	unknown	c45	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	10	5.5E-2	2	45 2.5	unknown	c45	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	10	5.8000000000000003E-2	2	45 5	unknown	c45	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	10	8.3000000000000004E-2	2	44 2.5	unknown	c44	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	10	9.8000000000000004E-2	2	33-1 2.5	unknown	c33.1	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	10	5.8000000000000003E-2	2	30 2.5	unknown	c30	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	11	5.0999999999999997E-2	2	36 control	unknown	c36	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	11	5.1999999999999998E-2	2	36 0.625	unknown	c36	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	11	5.1999999999999998E-2	2	36 1.25	unknown	c36	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	11	5.2999999999999999E-2	2	36 2.5	unknown	c36	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	11	5.1999999999999998E-2	2	36 5	unknown	c36	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	11	0.09	2	44 5	unknown	c44	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	11	0.184	2	33-1 5	unknown	c33.1	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	11	6.2E-2	2	30 5	unknown	c30	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	A	12	5.2999999999999999E-2	2	36 control	unknown	c36	C	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	B	12	5.1999999999999998E-2	2	36 0.625	unknown	c36	0.625	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	C	12	5.1999999999999998E-2	2	36 1.25	unknown	c36	1.25	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	D	12	5.7000000000000002E-2	2	36 2.5	unknown	c36	2.5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	E	12	5.1999999999999998E-2	2	36 5	unknown	c36	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	F	12	7.6999999999999999E-2	2	44 5	unknown	c44	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	G	12	0.14099999999999999	2	33-1 5	unknown	c33.1	5	NA
cTnI_ELISA-10-26-15.xlsx.sheet.2	H	12	5.8000000000000003E-2	2	30 5	unknown	c30	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	1	0.58199999999999996	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	1	0.20599999999999999	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	1	7.1999999999999995E-2	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	1	5.0999999999999997E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	1	0.05	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	1	4.5999999999999999E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	1	4.9000000000000002E-2	1	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	1	4.8000000000000001E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	2	0.52300000000000002	1	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	2	0.23599999999999999	1	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	2	7.5999999999999998E-2	1	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	2	5.3999999999999999E-2	1	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	2	4.9000000000000002E-2	1	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	2	4.5999999999999999E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	2	0.05	1	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	2	4.7E-2	1	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	3	6.2E-2	1	73-1 c	unknown	c73.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	3	6.0999999999999999E-2	1	73-1 0.625	unknown	c73.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	3	0.06	1	73-1 1.25	unknown	c73.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	3	7.5999999999999998E-2	1	73-1 2.5	unknown	c73.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	3	7.9000000000000001E-2	1	73-1 5	unknown	c73.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	3	5.7000000000000002E-2	1	29-1 c	unknown	c29.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	3	5.2999999999999999E-2	1	60-1 c	unknown	c60.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	3	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	4	6.3E-2	1	73-1 c	unknown	c73.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	4	6.3E-2	1	73-1 0.625	unknown	c73.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	4	6.2E-2	1	73-1 1.25	unknown	c73.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	4	0.08	1	73-1 2.5	unknown	c73.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	4	8.1000000000000003E-2	1	73-1 5	unknown	c73.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	4	5.6000000000000001E-2	1	29-1 c	unknown	c29.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	4	5.1999999999999998E-2	1	60-1 c	unknown	c60.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	4	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	5	6.6000000000000003E-2	1	51 c	unknown	c51	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	5	4.8000000000000001E-2	1	51 0.625	unknown	c51	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	5	5.5E-2	1	51 1.25	unknown	c51	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	5	4.8000000000000001E-2	1	51 2.5	unknown	c51	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	5	4.8000000000000001E-2	1	51 5	unknown	c51	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	5	5.1999999999999998E-2	1	29-1 0.625	unknown	c29.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	5	5.5E-2	1	60-1 0.625	unknown	c60.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	5	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	6	4.8000000000000001E-2	1	51 c	unknown	c51	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	6	4.8000000000000001E-2	1	51 0.625	unknown	c51	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	6	4.9000000000000002E-2	1	51 1.25	unknown	c51	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	6	0.05	1	51 2.5	unknown	c51	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	6	0.05	1	51 5	unknown	c51	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	6	5.6000000000000001E-2	1	29-1 0.625	unknown	c29.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	6	5.2999999999999999E-2	1	60-1 0.625	unknown	c60.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	6	5.1999999999999998E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	7	0.06	1	18 c	unknown	c18	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	7	5.8000000000000003E-2	1	18 0.625	unknown	c18	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	7	6.4000000000000001E-2	1	18 1.25	unknown	c18	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	7	7.0999999999999994E-2	1	18 2.5	unknown	c18	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	7	6.9000000000000006E-2	1	18 5	unknown	c18	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	7	5.6000000000000001E-2	1	29-1 1.25	unknown	c29.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	7	5.8999999999999997E-2	1	60-1 1.25	unknown	c60.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	7	4.9000000000000002E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	8	5.7000000000000002E-2	1	18 c	unknown	c18	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	8	5.8000000000000003E-2	1	18 0.625	unknown	c18	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	8	6.2E-2	1	18 1.25	unknown	c18	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	8	7.0999999999999994E-2	1	18 2.5	unknown	c18	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	8	6.6000000000000003E-2	1	18 5	unknown	c18	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	8	5.6000000000000001E-2	1	29-1 1.25	unknown	c29.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	8	5.5E-2	1	60-1 1.25	unknown	c60.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	8	0.05	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	9	5.8000000000000003E-2	1	55-1 c	unknown	c55.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	9	5.8000000000000003E-2	1	55-1 0.625	unknown	c55.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	9	6.3E-2	1	55-1 1.25	unknown	c55.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	9	6.6000000000000003E-2	1	55-1 2.5	unknown	c55.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	9	6.5000000000000002E-2	1	55-1 5	unknown	c55.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	9	6.0999999999999999E-2	1	29-1 2.5	unknown	c29.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	9	7.3999999999999996E-2	1	60-1 2.5	unknown	c60.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	9	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	10	5.8999999999999997E-2	1	55-1 c	unknown	c55.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	10	5.7000000000000002E-2	1	55-1 0.625	unknown	c55.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	10	5.8999999999999997E-2	1	55-1 1.25	unknown	c55.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	10	6.6000000000000003E-2	1	55-1 2.5	unknown	c55.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	10	6.4000000000000001E-2	1	55-1 5	unknown	c55.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	10	5.8000000000000003E-2	1	29-1 2.5	unknown	c29.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	10	7.0000000000000007E-2	1	60-1 2.5	unknown	c60.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	10	5.0999999999999997E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	11	5.0999999999999997E-2	1	43-1 c	unknown	c43.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	11	5.0999999999999997E-2	1	43-1 0.625	unknown	c43.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	11	5.0999999999999997E-2	1	43-1 1.25	unknown	c43.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	11	5.1999999999999998E-2	1	43-1 2.5	unknown	c43.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	11	5.0999999999999997E-2	1	43-1 5	unknown	c43.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	11	5.8000000000000003E-2	1	29-1 5	unknown	c29.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	11	7.0000000000000007E-2	1	60-1 5	unknown	c60.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	11	0.05	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	12	4.9000000000000002E-2	1	43-1 c	unknown	c43.1	C	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	12	4.9000000000000002E-2	1	43-1 0.625	unknown	c43.1	0.625	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	12	0.05	1	43-1 1.25	unknown	c43.1	1.25	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	12	5.1999999999999998E-2	1	43-1 2.5	unknown	c43.1	2.5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	12	5.0999999999999997E-2	1	43-1 5	unknown	c43.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	12	6.5000000000000002E-2	1	29-1 5	unknown	c29.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	12	0.06	1	60-1 5	unknown	c60.1	5	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	12	4.5999999999999999E-2	1	empty	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	1	0.57899999999999996	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	1	0.20499999999999999	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	1	7.0999999999999994E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	1	5.0999999999999997E-2	2	2.0ng/mL	standard	cNA	NA	2.0
cTnI_ELISA_11-5-15.xlsx.sheet.1	E	1	0.05	2	0ng/mL	standard	cNA	NA	0
cTnI_ELISA_11-5-15.xlsx.sheet.1	F	1	4.5999999999999999E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	G	1	4.8000000000000001E-2	2	water	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	H	1	4.8000000000000001E-2	2	galactose	control	cNA	NA	NA
cTnI_ELISA_11-5-15.xlsx.sheet.1	A	2	0.52200000000000002	2	75ng/mL	standard	cNA	NA	75
cTnI_ELISA_11-5-15.xlsx.sheet.1	B	2	0.23400000000000001	2	30ng/mL	standard	cNA	NA	30
cTnI_ELISA_11-5-15.xlsx.sheet.1	C	2	7.4999999999999997E-2	2	7.5ng/mL	standard	cNA	NA	7.5
cTnI_ELISA_11-5-15.xlsx.sheet.1	D	2	5.3999999999999999E-2	2	2.0ng/mL	standard	cNA	NA	2.0
